Family,Genus,Species,FullSpecies,Present_name,Code_FB,TL_species,TL_genus,TL_family,TL_GOOD,TL_GOOD_level,Size_FishBase,Coeff_a,Coeff_b
Carcharhinidae,Carcharhinus,melanopterus,Carcharhinus melanopterus,Carcharhinus melanopterus,877,4.33,4.379230769,4.326585366,4.33,species,200,0.000325,3.649
Carcharhinidae,Carcharhinus,sp.,Carcharhinus sp.,Carcharhinus,-999,-999,4.379230769,4.326585366,4.379230769,genus,-999,0.004810264,3.316164633
Carcharhinidae,Negaprion,acutidens,Negaprion acutidens,Negaprion acutidens,-999,4.1,4.1,4.326585366,4.1,species,380,0.00841,3
Carcharhinidae,Triaenodon,obesus,Triaenodon obesus,Triaenodon obesus,907,4.36,4.36,4.326585366,4.36,species,213,0.001797357,3.343933603
Chaetodontidae,Amphichaetodon,howensis,Amphichaetodon howensis,Amphichaetodon howensis,12529,2.76,2.76,3.162745101,2.76,species,18,0.040397085,2.829430605
Chaetodontidae,Chaetodon,adiergastos,Chaetodon adiergastos,Chaetodon adiergastos,6515,3.5,3.130133335,3.162745101,3.5,species,20,0.040397085,2.829430605
Chaetodontidae,Chaetodon,andamanensis,Chaetodon andamanensis,Chaetodon andamanensis,58164,3.34,3.130133335,3.162745101,3.34,species,15,0.040397085,2.829430605
Chaetodontidae,Chaetodon,argentatus,Chaetodon argentatus,Chaetodon argentatus,6665,2,3.130133335,3.162745101,2,species,20,0.040397085,2.829430605
Chaetodontidae,Chaetodon,assarius,Chaetodon assarius,Chaetodon assarius,6516,2.65,3.130133335,3.162745101,2.65,species,13,0.040397085,2.829430605
Chaetodontidae,Chaetodon,aureofasciatus,Chaetodon aureofasciatus,Chaetodon aureofasciatus,6513,3.34,3.130133335,3.162745101,3.34,species,12.5,0.040397085,2.829430605
Chaetodontidae,Chaetodon,auriga,Chaetodon auriga,Chaetodon auriga,5557,3.130000114,3.130133335,3.162745101,3.130000114,species,23,0.040397085,2.829430605
Chaetodontidae,Chaetodon,auripes,Chaetodon auripes,Chaetodon auripes,6648,3.5,3.130133335,3.162745101,3.5,species,20,0.040397085,2.829430605
Chaetodontidae,Chaetodon,austriacus,Chaetodon austriacus,Chaetodon austriacus,6514,3.34,3.130133335,3.162745101,3.34,species,13,0.040397085,2.829430605
Chaetodontidae,Chaetodon,baronessa,Chaetodon baronessa,Chaetodon baronessa,5558,3.34,3.130133335,3.162745101,3.34,species,16,0.0448,2.828
Chaetodontidae,Chaetodon,bennetti,Chaetodon bennetti,Chaetodon bennetti,5559,3.06,3.130133335,3.162745101,3.06,species,20,0.038394963,2.885078662
Chaetodontidae,Chaetodon,capistratus,Chaetodon capistratus,Chaetodon capistratus,3602,-999,3.130133335,3.162745101,3.130133335,genus,7.5,0.0219932,3.19
Chaetodontidae,Chaetodon,citrinellus,Chaetodon citrinellus,Chaetodon citrinellus,5561,2.98,3.130133335,3.162745101,2.98,species,13,0.035298745,2.834137756
Chaetodontidae,Chaetodon,collare,Chaetodon collare,Chaetodon collare,7803,3.42,3.130133335,3.162745101,3.42,species,18,0.040397085,2.829430605
Chaetodontidae,Chaetodon,decussatus,Chaetodon decussatus,Chaetodon decussatus,10352,2.64,3.130133335,3.162745101,2.64,species,20,0.02730997,3
Chaetodontidae,Chaetodon,dialeucos,Chaetodon dialeucos,Chaetodon dialeucos,25436,-999,3.130133335,3.162745101,3.130133335,genus,18,0.040397085,2.829430605
Chaetodontidae,Chaetodon,ephippium,Chaetodon ephippium,Chaetodon ephippium,5562,3.01,3.130133335,3.162745101,3.01,species,30,0.022485473,3.060921521
Chaetodontidae,Chaetodon,falcula,Chaetodon falcula,Chaetodon falcula,8014,3.5,3.130133335,3.162745101,3.5,species,20,0.040397085,2.829430605
Chaetodontidae,Chaetodon,fasciatus,Chaetodon fasciatus,Chaetodon fasciatus,12274,3.34,3.130133335,3.162745101,3.34,species,22,0.040397085,2.829430605
Chaetodontidae,Chaetodon,flavirostris,Chaetodon flavirostris,Chaetodon flavirostris,6527,2.98,3.130133335,3.162745101,2.98,species,20,0.02509663,3.113247491
Chaetodontidae,Chaetodon,flavocoronatus,Chaetodon flavocoronatus,Chaetodon flavocoronatus,5563,-999,3.130133335,3.162745101,3.130133335,genus,12,0.040397085,2.829430605
Chaetodontidae,Chaetodon,fremblii,Chaetodon fremblii,Chaetodon fremblii,7808,2.960000038,3.130133335,3.162745101,2.960000038,species,13,0.040397085,2.829430605
Chaetodontidae,Chaetodon,gardineri,Chaetodon gardineri,Chaetodon gardineri,12534,-999,3.130133335,3.162745101,3.130133335,genus,17,0.040397085,2.829430605
Chaetodontidae,Chaetodon,guentheri,Chaetodon guentheri,Chaetodon guentheri,6528,2.82,3.130133335,3.162745101,2.82,species,18,0.040397085,2.829430605
Chaetodontidae,Chaetodon,guttatissimus,Chaetodon guttatissimus,Chaetodon guttatissimus,7791,3.07,3.130133335,3.162745101,3.07,species,12,0.040397085,2.829430605
Chaetodontidae,Chaetodon,humeralis,Chaetodon humeralis,Chaetodon humeralis,8278,2.72,3.130133335,3.162745101,2.72,species,25.39999962,0.040397085,2.829430605
Chaetodontidae,Chaetodon,interruptus,Chaetodon interruptus,Chaetodon interruptus,61607,-999,3.130133335,3.162745101,3.130133335,genus,20,0.040397085,2.829430605
Chaetodontidae,Chaetodon,kleinii,Chaetodon kleinii,Chaetodon kleinii,5446,3.18,3.130133335,3.162745101,3.18,species,15,0.0448,2.828
Chaetodontidae,Chaetodon,lineolatus,Chaetodon lineolatus,Chaetodon lineolatus,5564,3.39,3.130133335,3.162745101,3.39,species,30,0.069264822,2.621506842
Chaetodontidae,Chaetodon,litus,Chaetodon litus,Chaetodon litus,12538,-999,3.130133335,3.162745101,3.130133335,genus,15,0.040397085,2.829430605
Chaetodontidae,Chaetodon,lunula,Chaetodon lunula,Chaetodon lunula,5565,2.99,3.130133335,3.162745101,2.99,species,20,0.040397085,2.829430605
Chaetodontidae,Chaetodon,lunulatus,Chaetodon lunulatus,Chaetodon lunulatus,14300,3.34,3.130133335,3.162745101,3.34,species,14,0.040397085,2.829430605
Chaetodontidae,Chaetodon,madagaskariensis,Chaetodon madagaskariensis,Chaetodon madagaskariensis,7793,2.76,3.130133335,3.162745101,2.76,species,13,0.040397085,2.829430605
Chaetodontidae,Chaetodon,melannotus,Chaetodon melannotus,Chaetodon melannotus,5566,3.47,3.130133335,3.162745101,3.47,species,18,0.026693396,3.0486
Chaetodontidae,Chaetodon,melapterus,Chaetodon melapterus,Chaetodon melapterus,12533,3.34,3.130133335,3.162745101,3.34,species,13,0.040397085,2.829430605
Chaetodontidae,Chaetodon,mertensii,Chaetodon mertensii,Chaetodon mertensii,5567,2.95,3.130133335,3.162745101,2.95,species,12.5,0.004296796,3.793382066
Chaetodontidae,Chaetodon,meyeri,Chaetodon meyeri,Chaetodon meyeri,5568,3.34,3.130133335,3.162745101,3.34,species,20,0.040397085,2.829430605
Chaetodontidae,Chaetodon,miliaris,Chaetodon miliaris,Chaetodon miliaris,5136,3.4,3.130133335,3.162745101,3.4,species,13,0.040397085,2.829430605
Chaetodontidae,Chaetodon,multicinctus,Chaetodon multicinctus,Chaetodon multicinctus,7810,3,3.130133335,3.162745101,3,species,12,0.040397085,2.829430605
Chaetodontidae,Chaetodon,nigropunctatus,Chaetodon nigropunctatus,Chaetodon nigropunctatus,12535,3.6,3.130133335,3.162745101,3.6,species,14,0.040397085,2.829430605
Chaetodontidae,Chaetodon,ocellatus,Chaetodon ocellatus,Chaetodon ocellatus,3604,3.5,3.130133335,3.162745101,3.5,species,20,0.03180635,2.984
Chaetodontidae,Chaetodon,ocellicaudus,Chaetodon ocellicaudus,Chaetodon ocellicaudus,5569,3.34,3.130133335,3.162745101,3.34,species,15,0.040397085,2.829430605
Chaetodontidae,Chaetodon,octofasciatus,Chaetodon octofasciatus,Chaetodon octofasciatus,5570,2.64,3.130133335,3.162745101,2.64,species,12,0.040397085,2.829430605
Chaetodontidae,Chaetodon,ornatissimus,Chaetodon ornatissimus,Chaetodon ornatissimus,6550,3.34,3.130133335,3.162745101,3.34,species,20,0.040397085,2.829430605
Chaetodontidae,Chaetodon,oxycephalus,Chaetodon oxycephalus,Chaetodon oxycephalus,5472,3.48,3.130133335,3.162745101,3.48,species,25,0.040397085,2.829430605
Chaetodontidae,Chaetodon,paucifasciatus,Chaetodon paucifasciatus,Chaetodon paucifasciatus,12296,3.17,3.130133335,3.162745101,3.17,species,14,0.040397085,2.829430605
Chaetodontidae,Chaetodon,pelewensis,Chaetodon pelewensis,Chaetodon pelewensis,6606,2.92,3.130133335,3.162745101,2.92,species,12.5,0.015326221,3.296587373
Chaetodontidae,Chaetodon,plebeius,Chaetodon plebeius,Chaetodon plebeius,6613,3.34,3.130133335,3.162745101,3.34,species,15,0.060610606,2.62781702
Chaetodontidae,Chaetodon,punctatofasciatus,Chaetodon punctatofasciatus,Chaetodon punctatofasciatus,5571,2.92,3.130133335,3.162745101,2.92,species,12,0.040397085,2.829430605
Chaetodontidae,Chaetodon,quadrimaculatus,Chaetodon quadrimaculatus,Chaetodon quadrimaculatus,5572,3.55,3.130133335,3.162745101,3.55,species,16,0.040397085,2.829430605
Chaetodontidae,Chaetodon,rafflesii,Chaetodon rafflesii,Chaetodon rafflesii,5573,3.4,3.130133335,3.162745101,3.4,species,18,0.040397085,2.829430605
Chaetodontidae,Chaetodon,rainfordi,Chaetodon rainfordi,Chaetodon rainfordi,6631,2.77,3.130133335,3.162745101,2.77,species,15,0.040397085,2.829430605
Chaetodontidae,Chaetodon,reticulatus,Chaetodon reticulatus,Chaetodon reticulatus,5574,2.63,3.130133335,3.162745101,2.63,species,18,0.040397085,2.829430605
Chaetodontidae,Chaetodon,sedentarius,Chaetodon sedentarius,Chaetodon sedentarius,3605,3.5,3.130133335,3.162745101,3.5,species,15,0.0251352,3.076
Chaetodontidae,Chaetodon,semeion,Chaetodon semeion,Chaetodon semeion,5575,2.73,3.130133335,3.162745101,2.73,species,26,0.040397085,2.829430605
Chaetodontidae,Chaetodon,semilarvatus,Chaetodon semilarvatus,Chaetodon semilarvatus,12300,3.5,3.130133335,3.162745101,3.5,species,23,0.040397085,2.829430605
Chaetodontidae,Chaetodon,sp.,Chaetodon sp.,Chaetodon,-999,-999,3.130133335,3.162745101,3.130133335,genus,-999,0.040397085,2.829430605
Chaetodontidae,Chaetodon,speculum,Chaetodon speculum,Chaetodon speculum,5576,3.34,3.130133335,3.162745101,3.34,species,18,0.066371091,2.693022379
Chaetodontidae,Chaetodon,striatus,Chaetodon striatus,Chaetodon striatus,3606,2.77,3.130133335,3.162745101,2.77,species,16,0.02222419,3.14
Chaetodontidae,Chaetodon,tinkeri,Chaetodon tinkeri,Chaetodon tinkeri,5577,3.41,3.130133335,3.162745101,3.41,species,15,0.040397085,2.829430605
Chaetodontidae,Chaetodon,triangulum,Chaetodon triangulum,Chaetodon triangulum,7805,3.34,3.130133335,3.162745101,3.34,species,16,0.040397085,2.829430605
Chaetodontidae,Chaetodon,trichrous,Chaetodon trichrous,Chaetodon trichrous,12537,-999,3.130133335,3.162745101,3.130133335,genus,12,0.040397085,2.829430605
Chaetodontidae,Chaetodon,tricinctus,Chaetodon tricinctus,Chaetodon tricinctus,6636,-999,3.130133335,3.162745101,3.130133335,genus,15,0.040397085,2.829430605
Chaetodontidae,Chaetodon,trifascialis,Chaetodon trifascialis,Chaetodon trifascialis,5578,3.34,3.130133335,3.162745101,3.34,species,18,0.025776994,2.969077062
Chaetodontidae,Chaetodon,trifasciatus,Chaetodon trifasciatus,Chaetodon trifasciatus,5579,3.34,3.130133335,3.162745101,3.34,species,15,0.031101049,2.975659108
Chaetodontidae,Chaetodon,ulietensis,Chaetodon ulietensis,Chaetodon ulietensis,5580,2.71,3.130133335,3.162745101,2.71,species,15,0.031141577,2.874116568
Chaetodontidae,Chaetodon,unimaculatus,Chaetodon unimaculatus,Chaetodon unimaculatus,5581,3.21,3.130133335,3.162745101,3.21,species,20,0.053302895,2.833278557
Chaetodontidae,Chaetodon,vagabundus,Chaetodon vagabundus,Chaetodon vagabundus,5582,2.9,3.130133335,3.162745101,2.9,species,23,0.027755325,2.9734648
Chaetodontidae,Chaetodon,wiebeli,Chaetodon wiebeli,Chaetodon wiebeli,6666,2.72,3.130133335,3.162745101,2.72,species,19,0.040397085,2.829430605
Chaetodontidae,Chaetodon,xanthocephalus,Chaetodon xanthocephalus,Chaetodon xanthocephalus,7794,2.7,3.130133335,3.162745101,2.7,species,20,0.040397085,2.829430605
Chaetodontidae,Chaetodon,xanthurus,Chaetodon xanthurus,Chaetodon xanthurus,6508,2.82,3.130133335,3.162745101,2.82,species,14,0.040397085,2.829430605
Chaetodontidae,Chaetodon,zanzibarensis,Chaetodon zanzibarensis,Chaetodon zanzibarensis,8933,3.34,3.130133335,3.162745101,3.34,species,12,0.040397085,2.829430605
Chaetodontidae,Chelmon,rostratus,Chelmon rostratus,Chelmon rostratus,5483,3.5,3.5,3.162745101,3.5,species,20,0.030347902,2.581
Chaetodontidae,Chelmonops,curiosus,Chelmonops curiosus,Chelmonops curiosus,25434,3.29,3.04,3.162745101,3.29,species,26,0.040397085,2.829430605
Chaetodontidae,Coradion,altivelis,Coradion altivelis,Coradion altivelis,11250,2.68,2.745,3.162745101,2.68,species,18,0.0468,2.758
Chaetodontidae,Coradion,chrysozonus,Coradion chrysozonus,Coradion chrysozonus,5583,2.81,2.745,3.162745101,2.81,species,15,0.0468,2.758
Chaetodontidae,Coradion,melanopus,Coradion melanopus,Coradion melanopus,10287,-999,2.745,3.162745101,2.745,genus,15,0.0468,2.758
Chaetodontidae,Forcipiger,flavissimus,Forcipiger flavissimus,Forcipiger flavissimus,5584,3.380000114,3.440000057,3.162745101,3.380000114,species,22,0.01248836,3
Chaetodontidae,Forcipiger,longirostris,Forcipiger longirostris,Forcipiger longirostris,5585,3.5,3.440000057,3.162745101,3.5,species,22,0.01383526,3
Chaetodontidae,Forcipiger,sp.,Forcipiger sp.,Forcipiger,-999,-999,3.440000057,3.162745101,3.440000057,genus,14,0.01248836,3
Chaetodontidae,Hemitaurichthys,polylepis,Hemitaurichthys polylepis,Hemitaurichthys polylepis,5586,3.4,3.2625,3.162745101,3.4,species,18,0.02648589,3
Chaetodontidae,Hemitaurichthys,thompsoni,Hemitaurichthys thompsoni,Hemitaurichthys thompsoni,5587,3.4,3.2625,3.162745101,3.4,species,18,0.02648589,3
Chaetodontidae,Hemitaurichthys,zoster,Hemitaurichthys zoster,Hemitaurichthys zoster,7795,2.85,3.2625,3.162745101,2.85,species,18,0.02648589,3
Chaetodontidae,Heniochus,acuminatus,Heniochus acuminatus,Heniochus acuminatus,5588,3.45,3.46125,3.162745101,3.45,species,25,0.02469887,3.10580226
Chaetodontidae,Heniochus,chrysostomus,Heniochus chrysostomus,Heniochus chrysostomus,5589,3.34,3.46125,3.162745101,3.34,species,18,0.016134039,3.262174435
Chaetodontidae,Heniochus,diphreutes,Heniochus diphreutes,Heniochus diphreutes,7769,3.4,3.46125,3.162745101,3.4,species,21,0.02469887,3.10580226
Chaetodontidae,Heniochus,intermedius,Heniochus intermedius,Heniochus intermedius,12309,3.45,3.46125,3.162745101,3.45,species,18,0.003981045,3
Chaetodontidae,Heniochus,monoceros,Heniochus monoceros,Heniochus monoceros,5590,3.5,3.46125,3.162745101,3.5,species,24,0.016997049,3.210582079
Chaetodontidae,Heniochus,pleurotaenia,Heniochus pleurotaenia,Heniochus pleurotaenia,12528,3.5,3.46125,3.162745101,3.5,species,17,0.02469887,3.10580226
Chaetodontidae,Heniochus,singularius,Heniochus singularius,Heniochus singularius,5591,3.55,3.46125,3.162745101,3.55,species,30,0.03008829,3
Chaetodontidae,Heniochus,sp.,Heniochus sp.,Heniochus,-999,-999,3.46125,3.162745101,3.46125,genus,17,0.02469887,3.10580226
Chaetodontidae,Heniochus,varius,Heniochus varius,Heniochus varius,5592,3.5,3.46125,3.162745101,3.5,species,19,0.004864,3
Chaetodontidae,Johnrandallia,nigrirostris,Johnrandallia nigrirostris,Johnrandallia nigrirostris,12310,2.97,2.97,3.162745101,2.97,species,20,0.040397085,2.829430605
Chaetodontidae,Parachaetodon,ocellatus,Parachaetodon ocellatus,Parachaetodon ocellatus,7887,2.76,2.76,3.162745101,2.76,species,18,0.040397085,2.829430605
Chaetodontidae,Prognathodes,aculeatus,Prognathodes aculeatus,Prognathodes aculeatus,3600,3.5,3.29,3.162745101,3.5,species,10,0.040397085,2.829430605
Chaetodontidae,Prognathodes,carlhubbsi,Prognathodes carlhubbsi,Prognathodes carlhubbsi,60584,-999,3.29,3.162745101,3.29,genus,12.10000038,0.040397085,2.829430605
Cirrhitidae,Amblycirrhitus,bimacula,Amblycirrhitus bimacula,Amblycirrhitus bimacula,5829,-999,3.5,3.742500004,3.5,genus,8.5,0.009273273,3.268401098
Cirrhitidae,Cirrhitichthys,aprinus,Cirrhitichthys aprinus,Cirrhitichthys aprinus,6604,3.49000001,3.872500003,3.742500004,3.49000001,species,12.5,0.003332383,3.849262866
Cirrhitidae,Cirrhitichthys,falco,Cirrhitichthys falco,Cirrhitichthys falco,5445,3.96,3.872500003,3.742500004,3.96,species,7,0.003332383,3.849262866
Cirrhitidae,Cirrhitichthys,oxycephalus,Cirrhitichthys oxycephalus,Cirrhitichthys oxycephalus,5830,4.01,3.872500003,3.742500004,4.01,species,10,0.03314945,3
Cirrhitidae,Cirrhitops,fasciatus,Cirrhitops fasciatus,Cirrhitops fasciatus,7792,3.4,3.72,3.742500004,3.4,species,12.7,0.01695951,3
Cirrhitidae,Cirrhitops,hubbardi,Cirrhitops hubbardi,Cirrhitops hubbardi,12693,4.04,3.72,3.742500004,4.04,species,7.5,0.01695951,3
Cirrhitidae,Cirrhitus,pinnulatus,Cirrhitus pinnulatus,Cirrhitus pinnulatus,5831,3.94,3.98,3.742500004,3.94,species,30,0.0358405,3
Cirrhitidae,Cirrhitus,rivulatus,Cirrhitus rivulatus,Cirrhitus rivulatus,6408,4.02,3.98,3.742500004,4.02,species,60,0.02760668,3
Cirrhitidae,Itycirrhitus,wilhelmi,Itycirrhitus wilhelmi,Itycirrhitus wilhelmi,55295,-999,-999,3.742500004,3.742500004,family,10.4,0.003332383,3.849262866
Cirrhitidae,Neocirrhites,armatus,Neocirrhites armatus,Neocirrhites armatus,5832,3.5,3.5,3.742500004,3.5,species,9,0.003332383,3.849262866
Cirrhitidae,Notocirrhitus,splendens,Notocirrhitus splendens,Notocirrhitus splendens,12702,4.01,4.01,3.742500004,4.01,species,20,0.003332383,3.849262866
Cirrhitidae,Oxycirrhites,typus,Oxycirrhites typus,Oxycirrhites typus,5833,3.3,3.3,3.742500004,3.3,species,13,0.003332383,3.849262866
Cirrhitidae,Paracirrhites,arcatus,Paracirrhites arcatus,Paracirrhites arcatus,5835,3.700000048,3.833333349,3.742500004,3.700000048,species,20,0.003332383,3.849262866
Cirrhitidae,Paracirrhites,forsteri,Paracirrhites forsteri,Paracirrhites forsteri,5952,4.3,3.833333349,3.742500004,4.3,species,22,0.003332383,3.849262866
Cirrhitidae,Paracirrhites,hemistictus,Paracirrhites hemistictus,Paracirrhites hemistictus,5953,-999,3.833333349,3.742500004,3.833333349,genus,29,0.003332383,3.849262866
Cirrhitidae,Paracirrhites,nisus,Paracirrhites nisus,Paracirrhites nisus,56330,-999,3.833333349,3.742500004,3.833333349,genus,8.1,0.003332383,3.849262866
Cirrhitidae,Paracirrhites,sp.,Paracirrhites sp.,-999,-999,-999,3.833333349,3.742500004,3.833333349,genus,-999,0.003332383,3.849262866
Cirrhitidae,Paracirrhites,xanthus,Paracirrhites xanthus,Paracirrhites xanthus,49449,3.5,3.833333349,3.742500004,3.5,species,10,0.003332383,3.849262866
Diodontidae,Chilomycterus,affinis,Chilomycterus affinis,Chilomycterus reticulatus,10206,3.45,3.516666667,3.520769231,3.45,species,55,0.193426479,2.471790689
Diodontidae,Chilomycterus,antennatus,Chilomycterus antennatus,Chilomycterus antennatus,4299,-999,3.516666667,3.520769231,3.516666667,genus,38,0.193426479,2.471790689
Diodontidae,Chilomycterus,reticulatus,Chilomycterus reticulatus,Chilomycterus reticulatus,10206,3.45,3.516666667,3.520769231,3.45,species,55,0.193426479,2.471790689
Diodontidae,Cyclichthys,spilostylus,Cyclichthys spilostylus,Cyclichthys spilostylus,10305,3.46,3.53,3.520769231,3.46,species,34,0.193426479,2.471790689
Diodontidae,Dicotylichthys,punctulatus,Dicotylichthys punctulatus,Dicotylichthys punctulatus,14489,3.5,3.5,3.520769231,3.5,species,40,0.193426479,2.471790689
Diodontidae,Diodon,holocanthus,Diodon holocanthus,Diodon holocanthus,4659,3.31,3.5325,3.520769231,3.31,species,50,0.0219,3
Diodontidae,Diodon,hystrix,Diodon hystrix,Diodon hystrix,1022,3.61,3.5325,3.520769231,3.61,species,91,0.193426479,2.471790689
Diodontidae,Diodon,liturosus,Diodon liturosus,Diodon liturosus,6552,3.5,3.5325,3.520769231,3.5,species,65,0.193426479,2.471790689
Diodontidae,Diodon,nicthemerus,Diodon nicthemerus,Diodon nicthemerus,12864,-999,3.5325,3.520769231,3.5325,genus,40,0.0219,3
Diodontidae,Diodon,sp.,Diodon sp.,Diodon,-999,-999,3.5325,3.520769231,3.5325,genus,-999,0.0219,3
Ephippidae,Chaetodipterus,faber,Chaetodipterus faber,Chaetodipterus faber,1024,3.5,3.415,3.395454545,3.5,species,91,0.0591,2.26
Ephippidae,Chaetodipterus,zonatus,Chaetodipterus zonatus,Chaetodipterus zonatus,3599,3.33,3.415,3.395454545,3.33,species,65,0.0591,2.26
Ephippidae,Platax,batavianus,Platax batavianus,Platax batavianus,10547,3.5,3.52,3.395454545,3.5,species,65,0.025047756,2.955222469
Ephippidae,Platax,boersii,Platax boersii,Platax boersii,14307,-999,3.52,3.395454545,3.52,genus,40,0.04430589,2.951489322
Ephippidae,Platax,orbicularis,Platax orbicularis,Platax orbicularis,5737,3.33,3.52,3.395454545,3.33,species,50,0.0425,2.975
Ephippidae,Platax,pinnatus,Platax pinnatus,Platax pinnatus,5738,3.3,3.52,3.395454545,3.3,species,45,0.04430589,2.951489322
Ephippidae,Platax,teira,Platax teira,Platax teira,5739,3.95,3.52,3.395454545,3.95,species,70,0.04430589,2.951489322
